SURFACE_TY,CONDITION,WIDTH,the_geom,CANOPY,PMAID,TRAIL_NUM,TRAIL_ID,PMA_NAME,SHAPE_LENG,GRADE_TYPE,DISTRICT,GRADE_PERC,TRAIL_CLAS,SHAPE_LE_1,DATE_TIME,PICTURES,FIELD_NOTE,GIS_LENGTH,GIS_EDT_DT,AMWOID,SHAPE_LEN
Asphalt,Good,12,"MULTILINESTRING ((-122.25477646765678 47.56151935277936, -122.25459948014218 47.561596710279474, -122.25431776529858 47.56166499891262, -122.25408528092595 47.56171298583971, -122.25377894960339 47.56174989807073, -122.25332765687455 47.56179788514164, -122.2528161936421 47.56186432748096, -122.25236637855676 47.56195383355843, -122.2519753976034 47.56205639708876, -122.25166254526074 47.56211839716199, -122.25139979858467 47.5621364902738, -122.2512551258497 47.5621217837202, -122.25097134480187 47.56206861716074, -122.25080330824905 47.56202097411496, -122.25059661039289 47.5619025841573, -122.2504701921507 47.561790100174555, -122.2503918791858 47.56170554873578, -122.25032922925111 47.56157683364506, -122.25029259054551 47.56146585898691, -122.25024252590671 47.56135224223785, -122.25016589185886 47.56122428069772, -122.25008758001582 47.56109178989317, -122.2500036734234 47.560946841967855, -122.24988718524042 47.5608022990848, -122.24973936408472 47.56061121037769, -122.24962133655958 47.560463618817934, -122.24951316637296 47.560310675927774, -122.24942758175503 47.56018573200881, -122.24927431372214 47.55996604155765, -122.24918313538383 47.55987733425643, -122.24905000435086 47.5597674890336, -122.24886426597703 47.55960739095391, -122.24874344125206 47.55947597021501, -122.2486343640644 47.559338190529814, -122.24851018267026 47.55917587355562, -122.24842292091556 47.559029787861135, -122.24828307708096 47.558836631579375, -122.24816281173263 47.55865845971805, -122.2480114268238 47.558451518420696, -122.2479665478814 47.558311973025624, -122.24789159167779 47.558080950192526, -122.24785635064981 47.557874840234156, -122.24785299528325 47.55769779685898, -122.24787033562285 47.55744940677594, -122.24791452628502 47.55702849928959, -122.24793018734174 47.556737671252954, -122.2479146565746 47.55646516920126, -122.24786520733487 47.556231000648474, -122.24776167082459 47.556050030356374, -122.24752657779591 47.55579514834399, -122.2472884459475 47.55559546560712, -122.24721085645831 47.55542403608856, -122.24722327987129 47.55521790793511, -122.24724617988923 47.55501867615527, -122.2471814706763 47.55489639561201, -122.24701011800312 47.55470354171283, -122.24690140636712 47.55457497229046, -122.24682582548385 47.55440797053165, -122.24679269398041 47.55423537888154, -122.2467326434684 47.55403553424679, -122.24664153113113 47.553905565496414, -122.24654006730826 47.553790968922264, -122.24651107635766 47.553694540740416, -122.24654110227162 47.55351705446592, -122.24659804716052 47.553231259361326, -122.24663703191126 47.55301171650509))",Open,428,103,428-103,SEWARD PARK,4584.92450105,Gradual,SE,3,1,4584.92450105,11/09/2016 12:00:00 AM +0000,-,-,4584.93367091,02/08/2017 12:00:00 AM +0000,TRAIL-6907,0
Asphalt,Good,6,"MULTILINESTRING ((-122.25387173986421 47.5490539958019, -122.25371301188403 47.54910441266308, -122.25352160481798 47.54912095603661, -122.25319597783722 47.54912016758405, -122.2529485481969 47.54906423713421, -122.25282716826034 47.54903666580577, -122.25266143618569 47.54902721273947, -122.25246860397458 47.54903036373696, -122.25220571973591 47.549060488784754, -122.25176716595668 47.54914222474952, -122.2513948538857 47.549209184385376, -122.25103888191286 47.54930544913283, -122.25050200686155 47.54943133050448, -122.25009234741867 47.549564461170284, -122.24984842033334 47.54967868458146, -122.24957531313532 47.549800785340544, -122.24937748690093 47.549905162080805, -122.24913718032916 47.55006515313745, -122.2488971404709 47.550272911270284, -122.24872516035454 47.55041796014103, -122.24856645176101 47.55057120517582, -122.24833375353919 47.55080907707257, -122.24821499550895 47.55093714756794, -122.24802465910918 47.551116529079515, -122.24783251056593 47.55130042355992, -122.24762686388084 47.55148729327821, -122.24762686363576 47.551484885979306, -122.2474150634188 47.55168894655735, -122.24728177103052 47.55180635499475, -122.24712306273008 47.55197446272204, -122.24695701136298 47.55218907496299, -122.24682597799183 47.55238272103832, -122.24671040736757 47.55262692051601, -122.24664601911552 47.55279769408194, -122.24663698213972 47.55301306560851))",Open,428,74,428-74,SEWARD PARK,2536.26624036,Gradual,SE,4,1,2536.26624036,11/09/2016 12:00:00 AM +0000,-,-,2536.27131289,02/08/2017 12:00:00 AM +0000,TRAIL-6907,0
Asphalt,Good,5,"MULTILINESTRING ((-122.25419040064853 47.55128625019636, -122.25418520384459 47.55146188295351, -122.25426978370335 47.551643189805574, -122.25439650819627 47.551751666853185, -122.25456473961823 47.551855077332554, -122.25484438394595 47.551907650001525, -122.25491866275802 47.551906046310364, -122.25503097409663 47.551875163745066, -122.25508465686859 47.55183866693369, -122.25511238480578 47.55180136757903, -122.25513704600226 47.551735593134474, -122.25513972008586 47.55168064683305, -122.25513971921661 47.55157837501028, -122.25509396400189 47.551486130236256, -122.25502084836457 47.55140188949887, -122.2549620185739 47.55136258453518, -122.25490437694737 47.551335312007176, -122.2548369363569 47.55132491688977, -122.25473085974747 47.55131646134852, -122.25461420281924 47.55130189754893, -122.25450308154304 47.551279437971395, -122.2543144100301 47.55119882312559, -122.25418041023984 47.55117997325281))",Open,428,67,428-67,SEWARD PARK,491.60853925,Gradual,SE,4,1,491.60853925,11/09/2016 12:00:00 AM +0000,-,-,775.27397924,02/16/2017 12:00:00 AM +0000,TRAIL-6925,0
Gravel,Good,5,"MULTILINESTRING ((-122.25070398826448 47.55275241394807, -122.25095464271355 47.55261388348297, -122.25100180567382 47.552573521658914, -122.2510837717255 47.552501476637495, -122.25109741067642 47.552462953376164, -122.25110658684096 47.55241454530591, -122.25109588722253 47.55233666988636))",Open,428,36,428-36,SEWARD PARK,192.62760247,Flat,SE,0,1,192.62760247,11/09/2016 12:00:00 AM +0000,-,-,192.62798773,02/08/2017 12:00:00 AM +0000,TRAIL-6909,0
Gravel,Good,3,"MULTILINESTRING ((-122.25171878956036 47.55641291347333, -122.25167267799999 47.55648589508442, -122.25125457725231 47.55684362199719, -122.25120789224725 47.557211884018216, -122.25121141159543 47.55726672143215, -122.25121470316351 47.557331888985075, -122.25121455584772 47.5573822301025, -122.25118157582682 47.557435554475724, -122.25098752716252 47.55769134700484, -122.25096988551323 47.55775009346553, -122.250952849065 47.557793918966745, -122.25093205663818 47.557829821834076, -122.25083314996462 47.55791657208426, -122.25084344022618 47.557959844501035, -122.2508244117609 47.558004851694186, -122.25078638023096 47.5580399844469, -122.25074977545242 47.55807163147543, -122.25073023480454 47.558097967743926))",Low,428,27,428-27,SEWARD PARK,685.10460396,Gradual,SE,4,1,685.10460396,11/09/2016 12:00:00 AM +0000,-,-,685.10597418,02/08/2017 12:00:00 AM +0000,TRAIL-6910,0
Soil,Worn,3,"MULTILINESTRING ((-122.25239121524596 47.55605274502902, -122.25250989611833 47.55606362733031, -122.2525855436032 47.55604180424293, -122.2526672521423 47.55602656419421))",Low,428,109,428-109,SEWARD PARK,70.80504165,Gradual,SE,4,1,70.80504165,11/09/2016 12:00:00 AM +0000,-,-,70.80518326,02/08/2017 12:00:00 AM +0000,TRAIL-6911,0
Soil,Worn,3,"MULTILINESTRING ((-122.25127277567036 47.55627918627287, -122.25146814509378 47.556218487970824, -122.25158020754976 47.556159699568404, -122.25167571148691 47.556142246044146, -122.25172251187777 47.556118095501525))",High,428,112,428-112,SEWARD PARK,127.04412367,Gradual,SE,7,1,127.04412367,11/09/2016 12:00:00 AM +0000,-,-,127.04437776,02/08/2017 12:00:00 AM +0000,TRAIL-6911,0
Soil,Eroded,4,"MULTILINESTRING ((-122.25292382706867 47.557265753537585, -122.2528912902046 47.557332785357346, -122.25293354697897 47.55739292514561, -122.25297891832025 47.557505411892286, -122.25302847323796 47.55750199527184, -122.25310737916791 47.55756590804876, -122.25319781081234 47.557596116673935))",Low,428,39,428-39,SEWARD PARK,158.44682595,Steep,SE,8,1,158.44682595,11/09/2016 12:00:00 AM +0000,-,-,160.14396497,02/16/2017 12:00:00 AM +0000,TRAIL-6913,0
Stairs,Good,4,"MULTILINESTRING ((-122.28782819383274 47.586048309530035, -122.28774977605265 47.58607740229572, -122.28770428064796 47.586092434314814, -122.28764558331827 47.5860611735843, -122.28752131705353 47.58607690866855))",Open,405,5,405-5,COLMAN PARK,83.57146379,Gradual,SE,8,1,83.57146379,11/08/2016 12:00:00 AM +0000,-,-,84.19993424,02/22/2017 12:00:00 AM +0000,TRAIL-1709,0
Stairs,Good,4,"MULTILINESTRING ((-122.29049310624154 47.58677092624547, -122.290475952689 47.58676003416722, -122.29046807282572 47.58676031773883, -122.29046158160831 47.58676014181636, -122.29043408276601 47.58675727085045, -122.29036536654469 47.58676905969987, -122.29035292271772 47.58677521943507))",Open,405,13,405-13,COLMAN PARK,37.52199685,Steep,SE,8,1,37.52199685,11/08/2016 12:00:00 AM +0000,-,-,37.52207189,02/08/2017 12:00:00 AM +0000,TRAIL-1702,0
Gravel,Worn,4,"MULTILINESTRING ((-122.39979910584977 47.57432022469442, -122.39957929544319 47.5743544003351, -122.39953317309534 47.574353450494286, -122.39922369343152 47.57433654738207, -122.39854004235085 47.57397046972462, -122.39837059627908 47.57392768685251, -122.3983184914798 47.57392986049331, -122.39820098092164 47.573912968919544, -122.39814392461312 47.57393581920157, -122.39804542759603 47.574012281530464, -122.3980243638489 47.57401925468912, -122.39776769669854 47.574023643678125, -122.39763948565238 47.57403834688297, -122.39735406611283 47.57399091814869, -122.39710639307488 47.573966506439554))",Closed,465,7,465-7,SCHMITZ PRESERVE PARK,682.93095159,Steep,SW,10,1,682.93095159,11/07/2016 12:00:00 AM +0000,-,"storm water erosion, many exposed tree roots",735.03056714,02/22/2017 12:00:00 AM +0000,TRAIL-6706,0
Gravel,Worn,4,"MULTILINESTRING ((-122.2836130782038 47.61025188464298, -122.28359912870968 47.61024257888513, -122.28354382607556 47.61021033508955, -122.28349067576127 47.6101667720992, -122.28344077437518 47.6101239341374, -122.2834136608952 47.61010610421425))",Closed,370,11,370 -11,MADRONA PARK,72.66613128,Gradual,CE,5,1,72.66613128,11/07/2016 12:00:00 AM +0000,-,-,72.66627661,02/08/2017 12:00:00 AM +0000,TRAIL-5101,0
Soil,Worn,2,"MULTILINESTRING ((-122.39796202279662 47.575760463914655, -122.39808916655333 47.57568046781916, -122.3981044954133 47.57563530808848, -122.39812712335215 47.57534291862283, -122.39927166485914 47.57502554557176))",Closed,465,22,465-22,SCHMITZ PRESERVE PARK,471.86415685,Steep,SW,10,2,471.86415685,11/07/2016 12:00:00 AM +0000,-,"wood steps (worn), tree roots, narrows to 1ft",471.86510059,02/08/2017 12:00:00 AM +0000,TRAIL-6705,0
Concrete,Good,5,"MULTILINESTRING ((-122.28823405725458 47.725909876646305, -122.28818968207442 47.725912585590336, -122.2881516602731 47.72591521256843, -122.28812638800687 47.725919820625066, -122.28811393450128 47.72592854721997, -122.28811093978372 47.72593501122017))",Open,4167,8,4167-08,CEDAR PARK,33.70540529,Flat,NE,3,1,33.70540529,11/04/2016 12:00:00 AM +0000,-,-,33.7054727,02/08/2017 12:00:00 AM +0000,TRAIL-4001,0
Gravel,Worn,4,"MULTILINESTRING ((-122.38373992696597 47.51797088766576, -122.38374133850081 47.51796731219962, -122.38374566481976 47.51795966934714, -122.38375050454216 47.517952276777955, -122.3837558589516 47.517945177656316, -122.38376223757426 47.517938491873515, -122.38377312088615 47.51793016036969, -122.3837820805164 47.51792519631312, -122.38379209370179 47.51792163207766, -122.3838026470384 47.51791921737975, -122.38381373931313 47.5179178667719, -122.3838253627361 47.51791740763314, -122.38383751353635 47.51791771316837, -122.38384917779449 47.517918582208935, -122.38386135791204 47.5179198733253, -122.38387354956579 47.51792146295681, -122.38388574113337 47.51792313895176, -122.38389742960186 47.51792482181331, -122.38390911163448 47.51792633293406, -122.3839202751366 47.51792746609474, -122.38393092152228 47.51792813491273, -122.3839410416995 47.517928167684744, -122.38395012618481 47.51792740133798, -122.38395867688045 47.51792569947549, -122.38396618294867 47.51792289814346, -122.38397263925299 47.51791882468505, -122.38398238360273 47.517906223817896, -122.38398518116847 47.517898216788645, -122.38398693153864 47.51788902396213, -122.3839882067573 47.51788086678796, -122.3839884717244 47.517872765687954, -122.3839877238992 47.51786463523277, -122.38398647160417 47.51785655484636, -122.38398521930962 47.51784847445999, -122.38398295548093 47.51784040698338, -122.38398018592589 47.51783234731053, -122.3839774163717 47.51782428763758, -122.38397464681832 47.51781622796461, -122.38397187852314 47.517808210556495, -122.38396860321807 47.51780015778786, -122.38396526550456 47.517790007056846, -122.38396249721224 47.51778198964856, -122.38396023341666 47.51777392307074, -122.38395696065679 47.51776595573099, -122.38395368789796 47.51775798839113, -122.38394991192834 47.51775011338484, -122.38394613852799 47.51774232470688, -122.38394186320114 47.51773467152663, -122.38393448581478 47.51772478915291, -122.38392721163271 47.517718376105115, -122.38391793986433 47.51771288994711, -122.38390868090093 47.51770778955066, -122.3838994168302 47.517702517395755, -122.38388845084309 47.51769101341315, -122.38388719724024 47.51768293304383, -122.38388523288583 47.51766787862451, -122.38387846185856 47.517661415523335, -122.38386920419212 47.51765635828795, -122.38385271188939 47.51764617211744, -122.38384743524477 47.51763887445851, -122.38384416761956 47.51763107887328, -122.3838419024947 47.51762301141199, -122.38383688576107 47.51760744179439, -122.38383311238792 47.51759965311271, -122.38382883580546 47.517591956763944, -122.38382405601392 47.517584352748145, -122.3838192775077 47.51757679189634, -122.38381450026002 47.517569273309356, -122.38380922108747 47.517561890219454, -122.38380394452771 47.51755455027534, -122.38379816210458 47.51754730270026, -122.38379187654334 47.51754010517469, -122.38378610055973 47.517533029338594, -122.38377982008389 47.51752600267079, -122.38377303639994 47.517519068335545, -122.38376625656942 47.517512263492584, -122.38375947932524 47.51750550089615, -122.38375219747535 47.51749887293327, -122.38374491954922 47.51749233217952, -122.38373713838862 47.51748588285877, -122.38372935979764 47.51747951986596, -122.38372003081878 47.51747206340556, -122.38371075661873 47.51746644861905, -122.38370099705081 47.51746152596749, -122.38369123622775 47.51745656105011, -122.38368297481759 47.517450975619084, -122.38367817976177 47.51744285722316, -122.38367895180868 47.51743479238493, -122.38368021684757 47.51742629169879, -122.3836764498763 47.51741871703461, -122.38366966750388 47.51741182585743, -122.38366283929179 47.51740339335642, -122.38365956914147 47.517395511437314, -122.38365730540959 47.51738744485353, -122.3836550429354 47.517379420534645, -122.38365025174183 47.517371431630295, -122.3836434757443 47.51736475447427, -122.3836352079886 47.51735895501705, -122.383625938926 47.51735351198134, -122.38361047474915 47.51734391089191, -122.38360269747851 47.51733759105472, -122.38359541828318 47.517331006227906, -122.38358764227323 47.517324728654685, -122.3835778598241 47.51731903533082, -122.38356713212335 47.51731558326671, -122.38355542218368 47.51731312879208, -122.38354366515036 47.51730909072772, -122.38353539867147 47.51730333352824, -122.38352912593237 47.51729656493288, -122.38352384300362 47.517289053236205, -122.38351637280185 47.51727604502414, -122.3835131052222 47.51726824853012, -122.38351134726679 47.517260175040946, -122.38351059698422 47.51725195915341, -122.38351035245005 47.51724373636346, -122.38350909896036 47.51723561280759, -122.38350734608775 47.517227710176854, -122.38350200077906 47.5172181005167, -122.38349571783893 47.51721098840396, -122.38348893934153 47.517204225809465, -122.38348116336336 47.51719794822896, -122.38346366099925 47.51718786125399, -122.38345243523358 47.51718467326828, -122.38344074827278 47.51718299034284, -122.38342905240795 47.517181007964176, -122.38341827760121 47.51717597049897, -122.3834140202077 47.5171689162029, -122.38341479483172 47.51716093679572, -122.38341607263571 47.51715286415806, -122.38341120127713 47.51714217747779, -122.38336691700816 47.517114818927))",High,453,13,453-13,FAUNTLEROY PARK,419.58844754,Gradual,SW,5,1,419.58844754,11/08/2016 12:00:00 AM +0000,-,low overhanging branches in spots,419.58928672,02/08/2017 12:00:00 AM +0000,TRAIL-2401,0
Gravel,Worn,5,"MULTILINESTRING ((-122.38375975339837 47.51901169542421, -122.38376663411803 47.519004875043386, -122.38377300270473 47.51899784754297, -122.38377886167295 47.51899069745308, -122.38378471684122 47.518983419668636, -122.38378955539591 47.51897598483275, -122.38379439138141 47.5189684636682, -122.38379969110841 47.518959522869785, -122.38380299832176 47.518951636635514, -122.38380966629607 47.518937664475594, -122.38381552907751 47.518930642977274, -122.3838229257349 47.51892415830547, -122.38383083452104 47.51891788075203, -122.38383970005165 47.51890974771567, -122.38384555909778 47.518902556238466, -122.38385039506841 47.51889503507154, -122.38385472012085 47.51888739223294, -122.38385904785382 47.51887975025723, -122.38386438951399 47.51887226446882, -122.38387121416106 47.51886356014204, -122.383878608234 47.518856989138094, -122.38388652465373 47.51885096876779, -122.38389546150665 47.51884523404062, -122.38390389520549 47.51883954936303, -122.38391231988098 47.518833650698305, -122.38392363266618 47.518822742204534, -122.38392846990214 47.5188152641985, -122.38393228667545 47.51880749964968, -122.38393508688198 47.518799534868535, -122.38393737748254 47.51879149247976, -122.38394302997894 47.51877744781025, -122.38394684420591 47.518769597831714, -122.38395015266899 47.51876175475739, -122.38395737734648 47.518749445583104, -122.38396323246276 47.518742167789476, -122.3839695500297 47.51873342719699, -122.383972857203 47.51872554095779, -122.38397464074804 47.518717462308516, -122.38397622928514 47.51870287307009, -122.38397699880657 47.51869467961816, -122.38397675673345 47.5186865422584, -122.38397601018245 47.51867845496733, -122.38397425210779 47.51867038148529, -122.38397249529099 47.51866235026817, -122.38397023399709 47.51865436911977, -122.38396696120716 47.51864640267956, -122.38396419415311 47.518638428435494, -122.38396041811825 47.51863055342946, -122.38395664208441 47.51862267842332, -122.3839528660785 47.518614804316314, -122.38394909133106 47.51860697247418, -122.38394481082348 47.518599147536285, -122.38394053157448 47.51859136486321, -122.3839362294282 47.518582812427546, -122.38393195142241 47.51857511610079, -122.38392393062423 47.518560572579034, -122.38392116740664 47.518552726927425, -122.38391992147206 47.518544860563, -122.38392019403358 47.51853705893316, -122.38392198781565 47.518529279718585, -122.38392428728748 47.518521535882805, -122.38392759823603 47.51851382142077, -122.38393192464324 47.51850613627806, -122.3839362483942 47.518498451171396, -122.38394108177296 47.51849084457137, -122.38394591773493 47.51848328021798, -122.38395024663481 47.51847572368619, -122.38395508255067 47.51846820251481, -122.38395890822942 47.51846073831628, -122.38396222943129 47.518453324186375, -122.3839650448457 47.51844591606153, -122.38396634426431 47.518438571814244, -122.38396663344739 47.51843128454014, -122.3839659123686 47.51842405333994, -122.3839631682789 47.518416850656784, -122.38395628381788 47.51840653333458, -122.38394950893064 47.51839989936101, -122.3839412371246 47.51839397043329, -122.38393247360523 47.51838852051822, -122.38392270493598 47.518383298433704, -122.38391344074378 47.518378026279905, -122.38390467340476 47.5183724477692, -122.38389376959591 47.518363128114125, -122.38388849544093 47.51835591678559, -122.38388472708832 47.51834829896404, -122.38388246843283 47.518340360960025, -122.38388121224732 47.51833219426209, -122.3838804632185 47.51832397835884, -122.38388021862094 47.51831575556959, -122.38387896504783 47.51830763201775, -122.383877717798 47.518299765670996, -122.38387496353548 47.5182922203695, -122.38387070598905 47.5182851660905, -122.38386081637563 47.518275832587975, -122.38385105913977 47.51827103856089, -122.38383982544026 47.51826759252718, -122.38382910650448 47.518264397656665, -122.38381262155349 47.51825455413276, -122.38380986219387 47.51824683707195, -122.38381012844772 47.51823877823732, -122.38381121897898 47.51822441080886, -122.3838099667027 47.5182163304205, -122.3838072022366 47.51820844160191, -122.38380393712282 47.51820073144471, -122.3837996668614 47.51819324911758, -122.38379489466892 47.51818590228748, -122.38378911476163 47.518178696958735, -122.38378333745041 47.51817157885749, -122.38377655239815 47.51816460135815, -122.38376977119931 47.51815775335114, -122.38376248550247 47.51815095451229, -122.38375570684826 47.518144191933665, -122.38374842372289 47.51813747942243, -122.3837411418565 47.51813080917569, -122.38373386127586 47.51812418209276, -122.38372708516978 47.51811750494169, -122.38372081484877 47.51811082178611, -122.38371454321872 47.51810409456671, -122.38370928184605 47.518097311275305, -122.38370452494725 47.51809047791612, -122.38370027000799 47.518083509959254, -122.38369702529845 47.518076485031436, -122.38369478827742 47.51806931770358, -122.38369355894436 47.51806200797565, -122.383693337299 47.51805455584777, -122.38369412334082 47.518046961319854, -122.3836968929551 47.51803801277753, -122.3837011645101 47.51802852825208, -122.38370702340595 47.51802137906518, -122.38371487983315 47.518013345274426, -122.38372073490066 47.51800606749337, -122.38372557080608 47.51799854633175, -122.383729894589 47.5179908180506, -122.38373370881732 47.517982968978494, -122.38373752301773 47.51797511900698, -122.38373992696597 47.51797088766576))",Closed,453,12,453-12,FAUNTLEROY PARK,423.13902564,Moderate,SW,6,1,423.13902564,11/08/2016 12:00:00 AM +0000,-,"has wood steps halfway (worn, some damage)",423.13987192,02/08/2017 12:00:00 AM +0000,TRAIL-2401,0
Gravel,Good,4,"MULTILINESTRING ((-122.27878213311563 47.56700379990609, -122.27876133808422 47.56696587911717, -122.27874104737964 47.566934586436105, -122.27868962224441 47.56690106273914, -122.27863423645675 47.56686496254752, -122.27857137636646 47.566828897968094))",Open,409,20,409-20,GENESEE PARK AND PLAYFIELD,84.17325038,Flat,SE,0,1,84.17325038,11/08/2016 12:00:00 AM +0000,-,-,84.17341873,02/08/2017 12:00:00 AM +0000,TRAIL-2701,0
Gravel,Good,6,"MULTILINESTRING ((-122.27925249350511 47.565752066822704, -122.27924556398264 47.56572863500291, -122.27923858533438 47.56570142280364, -122.279219730924 47.56566311398297, -122.27918750813824 47.56561442650403, -122.27915403947874 47.56555815596964, -122.2791094589434 47.565510257141916, -122.27906021514885 47.565464776339304, -122.27900468015636 47.56541837156523, -122.27894767417501 47.56537666966786, -122.27888968449163 47.565341137088346, -122.27884367094671 47.56531380766128, -122.27879663774152 47.565298633032256, -122.27879560776113 47.565298445517534), (-122.27932534826306 47.56629356451621, -122.27931964022409 47.566227912596254, -122.27932213753618 47.56617792714226, -122.27930906878096 47.56612075667644, -122.27930819113863 47.56606640792331, -122.27929782509858 47.56601547776774, -122.27929079883948 47.56596706898511, -122.27928590439438 47.56591693015321, -122.27927388604849 47.56586632777287, -122.2792662466798 47.56581546279213, -122.27925479419613 47.565764223496046, -122.27925272398281 47.56575328284468, -122.27925249350511 47.565752066822704))",Open,409,34,409-34,GENESEE PARK AND PLAYFIELD,405.08320442,Flat,SE,1,1,405.08320442,11/08/2016 12:00:00 AM +0000,-,-,405.08401459,02/08/2017 12:00:00 AM +0000,TRAIL-2701,0
Gravel,Good,6,"MULTILINESTRING ((-122.27879560776113 47.565298445517534, -122.27874198692892 47.56528881247267, -122.27865371615253 47.56528548977313, -122.27857465201664 47.56527779397935, -122.27849281773432 47.565268317958136, -122.2783958157443 47.56527217777106, -122.27831075272174 47.5652864047385, -122.27823008509057 47.565318977920796, -122.27816919797199 47.56536444456445))",Open,409,35,409-35,GENESEE PARK AND PLAYFIELD,166.93405623,Flat,SE,2,1,166.93405623,11/08/2016 12:00:00 AM +0000,-,-,166.9343901,02/08/2017 12:00:00 AM +0000,TRAIL-2701,0
Soil,Eroded,2,"MULTILINESTRING ((-122.40308239885842 47.56332743222828, -122.40300704634198 47.56332507119705, -122.40296957992707 47.563384987133645, -122.40293468855738 47.56338891264039, -122.40287656121892 47.56336042699274, -122.40283563066957 47.56337354095004, -122.40281761976307 47.56341077677855, -122.40284603231918 47.56345009845412))",High,473,14,473-14,ME-KWA-MOOKS PARK,110.24461909,Steep,SW,10,2,110.24461909,11/08/2016 12:00:00 AM +0000,-,"narrows to 1ft in spots, severe erosion",110.24483958,02/08/2017 12:00:00 AM +0000,TRAIL-5521,0
Soil,Good,4,"MULTILINESTRING ((-122.28384529856736 47.610179547744465, -122.28389414533909 47.61020076547238, -122.28393741753423 47.61021685367683, -122.28400485722727 47.610236087311335, -122.28407294338682 47.61026032701755, -122.28411893060793 47.61029191387906, -122.28416521945016 47.6103341256146, -122.28418189933124 47.61036883079511, -122.28416788895335 47.610393559432495, -122.28411017954151 47.610432466026026, -122.2840442309437 47.61046672596147, -122.28398864534039 47.6104908691177, -122.283930842985 47.61050831691865))",Closed,370,17,370 -17,MADRONA PARK,195.48585852,Gradual,CE,5,1,195.48585852,11/07/2016 12:00:00 AM +0000,-,-,194.36733215,02/22/2017 12:00:00 AM +0000,TRAIL-5102,0
Soil,Overgrown,2,"MULTILINESTRING ((-122.3996342246285 47.57173514880887, -122.39965686274147 47.57169636273692, -122.39968929778823 47.57164651576451, -122.39975099615991 47.571592923533515, -122.39993489231199 47.57158961174587, -122.39996432482423 47.57158958855464, -122.40000757732973 47.571593808280134, -122.40010160357288 47.571559691682396, -122.40023625616048 47.571583806479296))",Closed,465,8,465-8,SCHMITZ PRESERVE PARK,184.04281656,Steep,SW,10,1,184.04281656,11/07/2016 12:00:00 AM +0000,-,"fallen trees, debris in path; narrows to 1ft",184.04318465,02/08/2017 12:00:00 AM +0000,TRAIL-6707,0
Gravel,Worn,5,"MULTILINESTRING ((-122.40235364501055 47.576090968690615, -122.40236651085422 47.57600089887837, -122.40234624828678 47.57590502389767, -122.40217798717835 47.57569750807129, -122.40224424588963 47.57531898458952))",Closed,465,31,465-31,SCHMITZ PRESERVE PARK,293.71225027,Moderate,SW,5,1,293.71225027,11/07/2016 12:00:00 AM +0000,-,has storm erosion damage,293.7128377,02/08/2017 12:00:00 AM +0000,TRAIL-6706,0
Concrete,Good,3,"MULTILINESTRING ((-122.28784014704283 47.72585093120475, -122.28782619533497 47.725867239760134, -122.2878182050854 47.725887466477595, -122.28781441221994 47.72591917245215, -122.28781373465758 47.725943863245))",Open,4167,13,4167-13,CEDAR PARK,35.11517091,Flat,NE,3,1,35.11517091,11/04/2016 12:00:00 AM +0000,-,-,35.11524114,02/08/2017 12:00:00 AM +0000,TRAIL-4001,0
Gravel,Good,3,"MULTILINESTRING ((-122.31666008336674 47.72313185069422, -122.31665659943488 47.723165067871, -122.31663166677096 47.72318983431992, -122.31659936651052 47.7232076842103, -122.31653569941061 47.72327153470623, -122.316509816918 47.7233280675686, -122.3164464160217 47.72336213418421, -122.3163668839431 47.72336663468441, -122.3163354338048 47.72338036766631, -122.31629773330036 47.72340636790508, -122.31620728390892 47.72344673428556, -122.31612301620461 47.723488584617776, -122.31607649987812 47.723543467722166, -122.31603475006186 47.72357623423655, -122.31612204947051 47.723633251084514))",High,4479,1,4479-1,LICORICE FERN NA ON TC,266.25199308,Gradual,NE,3,1,266.25199308,11/04/2016 12:00:00 AM +0000,-,-,266.25252558,02/08/2017 12:00:00 AM +0000,TRAIL-3001,0
Stairs,Good,4,"MULTILINESTRING ((-122.2897632538583 47.5979165524529, -122.28991108903294 47.59796351778018))",Low,392,6,392-6,FRINK PARK,40.29746578,Steep,CE,8,1,40.29746578,11/07/2016 12:00:00 AM +0000,-,-,40.29754638,02/08/2017 12:00:00 AM +0000,TRAIL-2601,0
Stairs,Poor,4,"MULTILINESTRING ((-122.38916355960625 47.53669578455312, -122.38914055582796 47.536730572133564, -122.38911533098056 47.536758690638216, -122.38907708527371 47.53677446468457, -122.38903813985955 47.53679229943502, -122.38900650357405 47.53681547231357, -122.38896635431792 47.53685038754266, -122.3889214682939 47.5368682792939, -122.38886227451795 47.53687459535201))",Low,4453,6,4453-6,SOLSTICE PARK,102.31958821,Steep,SW,9,1,102.31958821,11/03/2016 12:00:00 AM +0000,-,"wood handrail; some steps show cracks, wear",103.90063016,02/23/2017 12:00:00 AM +0000,TRAIL-6901,0
Gravel,Good,2,"MULTILINESTRING ((-122.32329828245528 47.73370906106986, -122.32327206009718 47.73375024100974, -122.32327359951752 47.73380866079261, -122.32326839959812 47.73386016071739, -122.3232702798221 47.73388641080791, -122.32330589974184 47.73390369103679, -122.32323553022364 47.73390066101585, -122.32320728030837 47.73390298126367, -122.32319047960569 47.733915381318255))",Open,327,15,327-15,JACKSON PARK,107.95683483,Gradual,NE,3,1,107.95683483,11/03/2016 12:00:00 AM +0000,-,-,107.35629203,02/16/2017 12:00:00 AM +0000,TRAIL-2003,0
